sku_category.skuseq,sku_category.status,sku_category.unit,sku_category.cate,sku_category.fst_sales_dy
69755,ACTIVE,Kitchen,Tableware,20160606
75035,ACTIVE,Kitchen,Food Storage,20141113
80795,ACTIVE,Kitchen,Tools & Gadgets,20141129
82235,ACTIVE,Kitchen,Kitchen Accessories,20150302
84155,ACTIVE,Kitchen,Tableware,20150131
87275,ACTIVE,Kitchen,Tools & Gadgets,20141222
89675,ACTIVE,Kitchen,Tableware,20150120
90155,ACTIVE,Kitchen,Tools & Gadgets,20150222
90395,ACTIVE,Kitchen,Tableware,20141129
91115,ACTIVE,Kitchen,Food Storage,20150112
91595,ACTIVE,Kitchen,Tableware,20150108
92075,ACTIVE,Kitchen,Tableware,20141216
92795,ACTIVE,Kitchen,Food Storage,20141125
93515,ACTIVE,Kitchen,Tools & Gadgets,20141203
93755,ACTIVE,Kitchen,Cookware,20141210
93995,ACTIVE,Kitchen,Tableware,20151123
94955,ACTIVE,Kitchen,Tableware,20150104
100955,ACTIVE,Kitchen,Tools & Gadgets,20141208
102395,ACTIVE,Kitchen,Tableware,20150115
103115,ACTIVE,Kitchen,Tools & Gadgets,20150118
103595,ACTIVE,Kitchen,Food Storage,20141211
104315,ACTIVE,Kitchen,Food Storage,20150127
107195,ACTIVE,Kitchen,Tableware,20141129
108395,ACTIVE,Kitchen,Food Storage,20150110
109115,ACTIVE,Kitchen,Kitchen Accessories,20150318
109355,ACTIVE,Kitchen,Tools & Gadgets,20150121
110795,ACTIVE,Kitchen,Kitchen Accessories,20141226
118715,ACTIVE,Kitchen,Tableware,20141228
125435,ACTIVE,Kitchen,Tools & Gadgets,20150201
130715,ACTIVE,Kitchen,Tools & Gadgets,20150217
135276,ACTIVE,Kitchen,Tableware,20150216
135996,ACTIVE,Kitchen,Tableware,20160803
138636,OTHER,Kitchen,Tools & Gadgets,20150602
141276,ACTIVE,Kitchen,Tools & Gadgets,20150225
144396,ACTIVE,Kitchen,Kitchen Accessories,20150206
145356,ACTIVE,Kitchen,Tableware,20150308
151356,ACTIVE,Kitchen,Food Storage,20150324
153036,OTHER,Kitchen,Food Storage,20150410
159516,ACTIVE,Kitchen,Kitchen Accessories,20150310
160956,ACTIVE,Kitchen,Kitchen Accessories,20150213
300878,ACTIVE,Kitchen,Tools & Gadgets,20160106
302798,ACTIVE,Kitchen,Tableware,20150316
303518,OTHER,Kitchen,Cookware,20150317
304718,ACTIVE,Kitchen,Tools & Gadgets,20150309
306878,ACTIVE,Kitchen,Tableware,20150702
308078,ACTIVE,Kitchen,Cookware,20160222
309278,ACTIVE,Kitchen,Tableware,20150510
309998,OTHER,Kitchen,Tableware,20150311
314078,ACTIVE,Kitchen,Cookware,20150530
314558,ACTIVE,Kitchen,Kitchen Accessories,20150306
316718,ACTIVE,Kitchen,Tableware,20150324
320318,ACTIVE,Kitchen,Tableware,20150811
320558,ACTIVE,Kitchen,Tableware,20150610
321038,ACTIVE,Kitchen,Tableware,20150420
323678,ACTIVE,Kitchen,Kitchen Accessories,20150427
324638,ACTIVE,Kitchen,Tableware,20151015
327038,ACTIVE,Kitchen,Tools & Gadgets,20150623
328479,ACTIVE,Kitchen,Tableware,20150609
332319,ACTIVE,Kitchen,Tableware,20150418
332799,ACTIVE,Kitchen,Tools & Gadgets,20150408
333039,ACTIVE,Kitchen,Food Storage,20150508
335199,OTHER,Kitchen,Tableware,20150429
340959,ACTIVE,Kitchen,Food Storage,20150521
341439,ACTIVE,Kitchen,Food Storage,20150425
342159,ACTIVE,Kitchen,Tools & Gadgets,20150429
342879,ACTIVE,Kitchen,Tableware,20150821
343119,ACTIVE,Kitchen,Tools & Gadgets,20150413
343599,ACTIVE,Kitchen,Tableware,20150825
348639,ACTIVE,Kitchen,Food Storage,20150417
351279,ACTIVE,Kitchen,Tableware,20150419
354639,ACTIVE,Kitchen,Tableware,20150430
355359,ACTIVE,Kitchen,Food Storage,20150503
357999,ACTIVE,Kitchen,Kitchen Accessories,20150515
361599,ACTIVE,Kitchen,Tableware,20150519
362319,ACTIVE,Kitchen,Kitchen Accessories,20150507
362799,ACTIVE,Kitchen,Food Storage,20151024
385119,ACTIVE,Kitchen,Food Storage,20150602
385359,ACTIVE,Kitchen,Tableware,20150626
388239,ACTIVE,Kitchen,Food Storage,20151022
392319,ACTIVE,Kitchen,Food Storage,20150721
407440,ACTIVE,Kitchen,Tools & Gadgets,20150701
418000,ACTIVE,Kitchen,Tableware,20150702
437680,ACTIVE,Kitchen,Tableware,20150624
440560,ACTIVE,Kitchen,Food Storage,20150728
442720,ACTIVE,Kitchen,Tableware,20150719
442960,ACTIVE,Kitchen,Food Storage,20150807
443680,ACTIVE,Kitchen,Food Storage,20150812
445360,ACTIVE,Kitchen,Cookware,20150730
445600,ACTIVE,Kitchen,Food Storage,20150818
460721,ACTIVE,Kitchen,Tableware,20160206
471041,ACTIVE,Kitchen,Kitchen Accessories,20150930
480161,ACTIVE,Kitchen,Tools & Gadgets,20151027
492641,ACTIVE,Kitchen,Food Storage,20151130
496241,ACTIVE,Kitchen,Food Storage,20150930
501281,ACTIVE,Kitchen,Tools & Gadgets,20160806
505601,ACTIVE,Kitchen,Tableware,20160112
507761,ACTIVE,Kitchen,Kitchen Accessories,20151009
508481,ACTIVE,Kitchen,Cookware,20151011
512081,ACTIVE,Kitchen,Kitchen Accessories,20151017
512561,ACTIVE,Kitchen,Food Storage,20160114
513521,OTHER,Kitchen,Tools & Gadgets,20160202
515921,ACTIVE,Kitchen,Kitchen Accessories,20151023
520721,ACTIVE,Kitchen,Kitchen Appliance,20151115
524562,ACTIVE,Kitchen,Tools & Gadgets,20151231
534642,ACTIVE,Kitchen,Tableware,20160303
535842,ACTIVE,Kitchen,Food Storage,20160309
541362,ACTIVE,Kitchen,Food Storage,20160603
542082,ACTIVE,Kitchen,Tools & Gadgets,20160614
545202,ACTIVE,Kitchen,Tableware,20151111
553362,ACTIVE,Kitchen,Kitchen Accessories,20160129
559122,ACTIVE,Kitchen,Tableware,20160108
561762,ACTIVE,Kitchen,Kitchen Accessories,20151208
564882,ACTIVE,Kitchen,Kitchen Accessories,20151216
568722,ACTIVE,Kitchen,Tableware,20151210
569202,ACTIVE,Kitchen,Tableware,20160222
573042,ACTIVE,Kitchen,Food Storage,20151201
578802,ACTIVE,Kitchen,Tableware,20160205
581202,ACTIVE,Kitchen,Tableware,20160224
581442,ACTIVE,Kitchen,Tools & Gadgets,20160624
581922,ACTIVE,Kitchen,Tools & Gadgets,20161028
593683,ACTIVE,Kitchen,Tableware,20160806
598003,ACTIVE,Kitchen,Kitchen Accessories,20151207
598243,ACTIVE,Kitchen,Food Storage,20151220
603763,ACTIVE,Kitchen,Kitchen Accessories,20160212
607843,ACTIVE,Kitchen,Tableware,20151220
616723,ACTIVE,Kitchen,Kitchen Accessories,20151223
627763,ACTIVE,Kitchen,Kitchen Accessories,20151223
631603,ACTIVE,Kitchen,Kitchen Accessories,20151227
634003,ACTIVE,Kitchen,Kitchen Accessories,20160828
638803,ACTIVE,Kitchen,Kitchen Accessories,20160823
640723,ACTIVE,Kitchen,Kitchen Accessories,20160126
646003,ACTIVE,Kitchen,Food Storage,20160322
646723,ACTIVE,Kitchen,Tableware,20160521
649843,ACTIVE,Kitchen,Kitchen Accessories,20151228
651043,ACTIVE,Kitchen,Kitchen Accessories,20160117
651283,ACTIVE,Kitchen,Tableware,20160505
657764,ACTIVE,Kitchen,Tableware,20160106
1676099,ACTIVE,Kitchen,Kitchen Accessories,20160701
1676339,ACTIVE,Kitchen,Tableware,20160319
1681379,ACTIVE,Kitchen,Food Storage,20160529
1681619,ACTIVE,Kitchen,Kitchen Accessories,20160103
1684259,ACTIVE,Kitchen,Tools & Gadgets,20160123
1697699,OTHER,Kitchen,Kitchen Accessories,20160125
1698899,ACTIVE,Kitchen,Cookware,20160131
1701059,ACTIVE,Kitchen,Food Storage,20160307
1706340,ACTIVE,Kitchen,Tableware,20160212
1707780,ACTIVE,Kitchen,Tableware,20160128
1709700,ACTIVE,Kitchen,Tools & Gadgets,20160211
1714500,ACTIVE,Kitchen,Food Storage,20160319
1733700,ACTIVE,Kitchen,Tools & Gadgets,20160608
1735380,ACTIVE,Kitchen,Food Storage,20160204
1752660,ACTIVE,Kitchen,Tableware,20160826
1765620,ACTIVE,Kitchen,Tools & Gadgets,20160204
1766340,ACTIVE,Kitchen,Kitchen Accessories,20160204
1780261,ACTIVE,Kitchen,Tableware,20160222
1780741,OTHER,Kitchen,Tableware,20160405
1790101,ACTIVE,Kitchen,Kitchen Accessories,20160228
1792741,ACTIVE,Kitchen,Food Storage,20160519
1798021,ACTIVE,Kitchen,Food Storage,20160205
1825381,ACTIVE,Kitchen,Tools & Gadgets,20160227
1827301,OTHER,Kitchen,Tableware,20160306
1837142,ACTIVE,Kitchen,Tableware,20160805
1843142,ACTIVE,Kitchen,Tools & Gadgets,20160226
1847462,ACTIVE,Kitchen,Tools & Gadgets,20160725
1859222,ACTIVE,Kitchen,Tableware,20160703
1863062,ACTIVE,Kitchen,Kitchen Accessories,20161019
1864262,ACTIVE,Kitchen,Tableware,20160715
1865462,ACTIVE,Kitchen,Tableware,20160301
1867622,ACTIVE,Kitchen,Tableware,20161007
1868102,ACTIVE,Kitchen,Kitchen Accessories,20160403
1871942,ACTIVE,Kitchen,Tableware,20160618
1874582,ACTIVE,Kitchen,Tableware,20160410
1876742,ACTIVE,Kitchen,Tools & Gadgets,20160326
1879382,ACTIVE,Kitchen,Tableware,20160526
1881302,ACTIVE,Kitchen,Kitchen Accessories,20160311
1883462,ACTIVE,Kitchen,Food Storage,20161028
1886822,ACTIVE,Kitchen,Tableware,20160603
1890422,ACTIVE,Kitchen,Food Storage,20160321
1891622,ACTIVE,Kitchen,Kitchen Accessories,20160726
1895942,ACTIVE,Kitchen,Tools & Gadgets,20161016
1900022,ACTIVE,Kitchen,Tableware,20160316
1907223,ACTIVE,Kitchen,Cookware,20160319
1915623,ACTIVE,Kitchen,Food Storage,20160503
1919463,ACTIVE,Kitchen,Kitchen Accessories,20160329
1927623,ACTIVE,Kitchen,Kitchen Accessories,20160319
1928103,ACTIVE,Kitchen,Kitchen Accessories,20160522
1931463,ACTIVE,Kitchen,Cookware,20160321
1934583,ACTIVE,Kitchen,Kitchen Accessories,20160328
1939623,ACTIVE,Kitchen,Kitchen Accessories,20160419
1946103,ACTIVE,Kitchen,Tableware,20160528
1949223,ACTIVE,Kitchen,Kitchen Accessories,20160324
1950903,ACTIVE,Kitchen,Tableware,20160818
1955223,ACTIVE,Kitchen,Tools & Gadgets,20161110
1959543,ACTIVE,Kitchen,Kitchen Accessories,20160515
1965303,ACTIVE,Kitchen,Tableware,20160916
1968664,ACTIVE,Kitchen,Tableware,20160426
1977304,ACTIVE,Kitchen,Tableware,20160403
1980424,ACTIVE,Kitchen,Tableware,20160411
1980904,ACTIVE,Kitchen,Tableware,20161020
2013784,ACTIVE,Kitchen,Tableware,20160525
2016904,ACTIVE,Kitchen,Tools & Gadgets,20161216
2026984,ACTIVE,Kitchen,Tools & Gadgets,20160520
2029864,ACTIVE,Kitchen,Tableware,20160424
2031064,ACTIVE,Kitchen,Tableware,20160512
2036105,ACTIVE,Kitchen,Tableware,20160519
2047385,ACTIVE,Kitchen,Kitchen Accessories,20161026
2047625,ACTIVE,Kitchen,Tools & Gadgets,20160530
2048825,ACTIVE,Kitchen,Tableware,20161002
2051705,ACTIVE,Kitchen,Cookware,20160428
2053385,ACTIVE,Kitchen,Kitchen Accessories,20160704
2053865,ACTIVE,Kitchen,Tableware,20161006
2054585,ACTIVE,Kitchen,Tools & Gadgets,20161030
2058425,ACTIVE,Kitchen,Kitchen Accessories,20160423
2060825,ACTIVE,Kitchen,Tableware,20160509
2061305,ACTIVE,Kitchen,Food Storage,20160428
2064905,ACTIVE,Kitchen,Cookware,20160428
2067065,ACTIVE,Kitchen,Kitchen Accessories,20161016
2070425,ACTIVE,Kitchen,Tableware,20160617
2084345,ACTIVE,Kitchen,Food Storage,20160530
2086745,ACTIVE,Kitchen,Tableware,20160908
2098506,ACTIVE,Kitchen,Kitchen Accessories,20160506
2102346,ACTIVE,Kitchen,Kitchen Accessories,20161207
2102826,ACTIVE,Kitchen,Kitchen Accessories,20161018
2106186,ACTIVE,Kitchen,Kitchen Accessories,20161212
2109786,ACTIVE,Kitchen,Food Storage,20160518
2119386,ACTIVE,Kitchen,Tableware,20160729
2126346,ACTIVE,Kitchen,Tools & Gadgets,20160525
2126826,ACTIVE,Kitchen,Tableware,20160719
2133786,ACTIVE,Kitchen,Cookware,20160620
2135226,ACTIVE,Kitchen,Cookware,20160818
2144586,ACTIVE,Kitchen,Tableware,20160608
2147226,ACTIVE,Kitchen,Kitchen Accessories,20160901
2147946,ACTIVE,Kitchen,Kitchen Accessories,20160614
2149626,ACTIVE,Kitchen,Food Storage,20161030
2150346,ACTIVE,Kitchen,Tools & Gadgets,20161018
2157306,ACTIVE,Kitchen,Food Storage,20160725
2157546,ACTIVE,Kitchen,Kitchen Accessories,20161024
2157786,ACTIVE,Kitchen,Tools & Gadgets,20160708
2159466,ACTIVE,Kitchen,Tableware,20160829
2159706,ACTIVE,Kitchen,Tableware,20160719
2161146,ACTIVE,Kitchen,Kitchen Appliance,20160613
2176987,OTHER,Kitchen,Kitchen Accessories,20160623
2177467,ACTIVE,Kitchen,Tableware,20160701
2179627,ACTIVE,Kitchen,Tableware,20160703
2179867,ACTIVE,Kitchen,Kitchen Accessories,20160708
2188267,ACTIVE,Kitchen,Kitchen Accessories,20160830
2190427,ACTIVE,Kitchen,Food Storage,20160811
2194027,ACTIVE,Kitchen,Food Storage,20160715
2194267,ACTIVE,Kitchen,Food Storage,20160712
2197387,ACTIVE,Kitchen,Tableware,20161022
2209147,ACTIVE,Kitchen,Tableware,20160801
2210587,ACTIVE,Kitchen,Cookware,20161018
2215147,ACTIVE,Kitchen,Kitchen Accessories,20160826
2230268,ACTIVE,Kitchen,Cookware,20160731
2235308,ACTIVE,Kitchen,Kitchen Accessories,20160807
2236508,ACTIVE,Kitchen,Kitchen Accessories,20161031
2240828,ACTIVE,Kitchen,Kitchen Accessories,20160813
2243228,ACTIVE,Kitchen,Tableware,20160905
2243468,ACTIVE,Kitchen,Tools & Gadgets,20160814
2244908,ACTIVE,Kitchen,Food Storage,20160813
2245868,ACTIVE,Kitchen,Tools & Gadgets,20161206
2247788,ACTIVE,Kitchen,Kitchen Accessories,20160805
2257868,OTHER,Kitchen,Kitchen Accessories,20160817
2258348,ACTIVE,Kitchen,Tableware,20160911
2263628,ACTIVE,Kitchen,Tableware,20160823
2271068,ACTIVE,Kitchen,Tableware,20160922
2273708,ACTIVE,Kitchen,Tableware,20160920
2275148,ACTIVE,Kitchen,Tableware,20161010
2285228,ACTIVE,Kitchen,Tableware,20161201
2287628,ACTIVE,Kitchen,Tools & Gadgets,20161112
2289068,ACTIVE,Kitchen,Cookware,20161114
2292188,ACTIVE,Kitchen,Kitchen Accessories,20161215
2293389,ACTIVE,Kitchen,Tools & Gadgets,20160920
2294349,ACTIVE,Kitchen,Tableware,20160914
2297709,ACTIVE,Kitchen,Food Storage,20161113
2300349,ACTIVE,Kitchen,Cookware,20161004
2304669,ACTIVE,Kitchen,Tableware,20161010
2307069,ACTIVE,Kitchen,Tableware,20160917
2310189,ACTIVE,Kitchen,Kitchen Accessories,20160927
2310909,ACTIVE,Kitchen,Tools & Gadgets,20160924
2328909,OTHER,Kitchen,Kitchen Accessories,20161018
2330109,ACTIVE,Kitchen,Food Storage,20161103
2331309,ACTIVE,Kitchen,Tools & Gadgets,20161030
2333949,ACTIVE,Kitchen,Kitchen Accessories,20161108
2334189,ACTIVE,Kitchen,Tableware,20161210
2337549,ACTIVE,Kitchen,Food Storage,20161113
2341629,ACTIVE,Kitchen,Cookware,20161123
2346429,ACTIVE,Kitchen,Food Storage,20161123
2355789,ACTIVE,Kitchen,Tableware,20161217
2357949,ACTIVE,Kitchen,Cookware,20161212
2358189,ACTIVE,Kitchen,Kitchen Accessories,20161212
2362270,ACTIVE,Kitchen,Kitchen Appliance,20161216
43482,ACTIVE,Kitchen,Tableware,20141024
53802,ACTIVE,Kitchen,Kitchen Accessories,20141121
77083,ACTIVE,Kitchen,Food Storage,20141129
82363,ACTIVE,Kitchen,Tools & Gadgets,20150705
86203,ACTIVE,Kitchen,Tableware,20150226
87403,ACTIVE,Kitchen,Tools & Gadgets,20141217
89323,ACTIVE,Kitchen,Kitchen Accessories,20141208
90043,ACTIVE,Kitchen,Tools & Gadgets,20141122
90523,ACTIVE,Kitchen,Tableware,20141130
91243,ACTIVE,Kitchen,Tableware,20141203
91483,ACTIVE,Kitchen,Tableware,20150917
92443,ACTIVE,Kitchen,Tools & Gadgets,20141119
92683,ACTIVE,Kitchen,Tools & Gadgets,20150106
93403,ACTIVE,Kitchen,Tools & Gadgets,20141217
101563,ACTIVE,Kitchen,Tableware,20141226
103483,ACTIVE,Kitchen,Cookware,20141208
105403,ACTIVE,Kitchen,Cookware,20141213
109003,ACTIVE,Kitchen,Tableware,20150423
111163,OTHER,Kitchen,Food Storage,20150411
114763,ACTIVE,Kitchen,Tools & Gadgets,20150116
115723,ACTIVE,Kitchen,Food Storage,20150106
118123,ACTIVE,Kitchen,Cookware,20141214
118603,ACTIVE,Kitchen,Tableware,20150128
124843,ACTIVE,Kitchen,Kitchen Accessories,20150116
125323,ACTIVE,Kitchen,Cookware,20150113
125803,ACTIVE,Kitchen,Tools & Gadgets,20141231
130123,ACTIVE,Kitchen,Tableware,20151110
132044,ACTIVE,Kitchen,Tools & Gadgets,20150406
132524,ACTIVE,Kitchen,Tools & Gadgets,20150131
136124,ACTIVE,Kitchen,Kitchen Accessories,20150304
143564,ACTIVE,Kitchen,Food Storage,20150225
144044,ACTIVE,Kitchen,Tableware,20151221
155084,ACTIVE,Kitchen,Tableware,20150826
155804,ACTIVE,Kitchen,Kitchen Accessories,20160918
158204,ACTIVE,Kitchen,Food Storage,20160706
158444,ACTIVE,Kitchen,Tools & Gadgets,20151011
159644,ACTIVE,Kitchen,Tools & Gadgets,20150424
160364,ACTIVE,Kitchen,Tableware,20150724
160604,ACTIVE,Kitchen,Tableware,20150303
160844,ACTIVE,Kitchen,Food Storage,20150313
302686,ACTIVE,Kitchen,Cookware,20150226
303646,ACTIVE,Kitchen,Tableware,20151123
303886,ACTIVE,Kitchen,Kitchen Accessories,20150418
305806,ACTIVE,Kitchen,Food Storage,20150307
308446,ACTIVE,Kitchen,Tools & Gadgets,20150312
308686,ACTIVE,Kitchen,Food Storage,20150628
310126,ACTIVE,Kitchen,Tableware,20150706
312286,ACTIVE,Kitchen,Tools & Gadgets,20150628
312526,ACTIVE,Kitchen,Kitchen Accessories,20150330
312766,ACTIVE,Kitchen,Tools & Gadgets,20150307
313246,ACTIVE,Kitchen,Kitchen Accessories,20150319
314446,ACTIVE,Kitchen,Tools & Gadgets,20150826
315406,ACTIVE,Kitchen,Tableware,20150405
315886,ACTIVE,Kitchen,Food Storage,20150312
320446,ACTIVE,Kitchen,Tableware,20150420
323806,ACTIVE,Kitchen,Kitchen Accessories,20150425
325246,ACTIVE,Kitchen,Tableware,20150407
325966,ACTIVE,Kitchen,Tools & Gadgets,20150328
329327,OTHER,Kitchen,Tableware,20150425
329807,ACTIVE,Kitchen,Tableware,20150518
331727,ACTIVE,Kitchen,Tableware,20150416
331967,ACTIVE,Kitchen,Cookware,20150421
335327,OTHER,Kitchen,Tableware,20150625
336047,ACTIVE,Kitchen,Tableware,20160527
336767,ACTIVE,Kitchen,Tableware,20160913
337727,ACTIVE,Kitchen,Kitchen Accessories,20150502
338207,ACTIVE,Kitchen,Tableware,20150405
341327,ACTIVE,Kitchen,Tableware,20150511
344207,ACTIVE,Kitchen,Tableware,20150412
347567,ACTIVE,Kitchen,Food Storage,20150508
347807,ACTIVE,Kitchen,Tableware,20150810
350927,ACTIVE,Kitchen,Tableware,20151120
355007,ACTIVE,Kitchen,Tableware,20150709
363167,ACTIVE,Kitchen,Tableware,20150508
399888,ACTIVE,Kitchen,Tableware,20150624
441648,ACTIVE,Kitchen,Food Storage,20150715
441888,ACTIVE,Kitchen,Tools & Gadgets,20150729
443568,ACTIVE,Kitchen,Food Storage,20150802
445248,ACTIVE,Kitchen,Food Storage,20150727
480289,ACTIVE,Kitchen,Kitchen Accessories,20150921
487249,ACTIVE,Kitchen,Tableware,20151005
489409,ACTIVE,Kitchen,Kitchen Accessories,20150930
492769,ACTIVE,Kitchen,Kitchen Accessories,20150923
496129,OTHER,Kitchen,Tools & Gadgets,20160427
504049,ACTIVE,Kitchen,Tableware,20151030
505489,ACTIVE,Kitchen,Kitchen Accessories,20151017
509809,ACTIVE,Kitchen,Kitchen Accessories,20161003
511489,ACTIVE,Kitchen,Tableware,20151019
515569,ACTIVE,Kitchen,Tools & Gadgets,20151111
521329,ACTIVE,Kitchen,Kitchen Accessories,20151029
531410,ACTIVE,Kitchen,Tableware,20160322
531650,ACTIVE,Kitchen,Tools & Gadgets,20151111
532850,ACTIVE,Kitchen,Tableware,20151126
535010,ACTIVE,Kitchen,Tools & Gadgets,20151123
538610,ACTIVE,Kitchen,Tableware,20151116
541490,ACTIVE,Kitchen,Kitchen Accessories,20151205
541970,ACTIVE,Kitchen,Kitchen Accessories,20151216
542930,ACTIVE,Kitchen,Tools & Gadgets,20160125
551330,ACTIVE,Kitchen,Food Storage,20151117
553250,ACTIVE,Kitchen,Tableware,20151123
555170,ACTIVE,Kitchen,Kitchen Accessories,20160122
559010,ACTIVE,Kitchen,Tableware,20160225
561650,ACTIVE,Kitchen,Tableware,20151222
564290,ACTIVE,Kitchen,Tableware,20161023
566930,OTHER,Kitchen,Tableware,20160310
571250,ACTIVE,Kitchen,Food Storage,20151227
575090,ACTIVE,Kitchen,Kitchen Appliance,20151203
578210,ACTIVE,Kitchen,Tableware,20160113
578450,OTHER,Kitchen,Food Storage,20151210
588530,ACTIVE,Kitchen,Kitchen Accessories,20151212
598131,ACTIVE,Kitchen,Tableware,20160115
602931,ACTIVE,Kitchen,Tools & Gadgets,20160502
605571,ACTIVE,Kitchen,Food Storage,20151211
607491,ACTIVE,Kitchen,Kitchen Accessories,20160114
610851,ACTIVE,Kitchen,Tools & Gadgets,20151222
611091,ACTIVE,Kitchen,Tools & Gadgets,20160104
616611,ACTIVE,Kitchen,Kitchen Accessories,20151211
626931,OTHER,Kitchen,Food Storage,20160403
627651,ACTIVE,Kitchen,Tableware,20160111
629091,ACTIVE,Kitchen,Tools & Gadgets,20161006
637971,OTHER,Kitchen,Kitchen Accessories,20160111
638691,ACTIVE,Kitchen,Tableware,20160113
641331,ACTIVE,Kitchen,Tableware,20160117
645891,ACTIVE,Kitchen,Tableware,20160323
646131,ACTIVE,Kitchen,Tableware,20160604
646611,ACTIVE,Kitchen,Food Storage,20160329
649011,ACTIVE,Kitchen,Kitchen Accessories,20151228
650931,ACTIVE,Kitchen,Kitchen Accessories,20160102
651411,ACTIVE,Kitchen,Tableware,20160301
657412,ACTIVE,Kitchen,Tableware,20160317
658852,ACTIVE,Kitchen,Kitchen Appliance,20160316
1671187,ACTIVE,Kitchen,Tableware,20160119
1675987,ACTIVE,Kitchen,Tableware,20160104
1681987,ACTIVE,Kitchen,Tableware,20160205
1682227,ACTIVE,Kitchen,Kitchen Accessories,20160214
1682467,ACTIVE,Kitchen,Food Storage,20160521
1683427,ACTIVE,Kitchen,Tableware,20160112
1684627,ACTIVE,Kitchen,Kitchen Accessories,20160511
1701667,ACTIVE,Kitchen,Tableware,20160301
1705028,ACTIVE,Kitchen,Food Storage,20160722
1705748,ACTIVE,Kitchen,Kitchen Accessories,20160307
1709348,ACTIVE,Kitchen,Tableware,20160218
1722548,ACTIVE,Kitchen,Tableware,20160221
1735028,ACTIVE,Kitchen,Cookware,20160130
1735268,ACTIVE,Kitchen,Tableware,20160822
1735748,ACTIVE,Kitchen,Kitchen Accessories,20160222
1740308,ACTIVE,Kitchen,Tableware,20160512
1742708,ACTIVE,Kitchen,Kitchen Accessories,20160117
1746308,ACTIVE,Kitchen,Kitchen Accessories,20160817
1752068,ACTIVE,Kitchen,Tools & Gadgets,20160122
1760708,ACTIVE,Kitchen,Kitchen Accessories,20160120
1764548,ACTIVE,Kitchen,Food Storage,20160403
1765508,ACTIVE,Kitchen,Food Storage,20160406
1770069,ACTIVE,Kitchen,Tools & Gadgets,20160203
1770309,ACTIVE,Kitchen,Kitchen Accessories,20160205
1774629,ACTIVE,Kitchen,Kitchen Accessories,20160210
1777749,ACTIVE,Kitchen,Kitchen Accessories,20160123
1780869,OTHER,Kitchen,Tableware,20160226
1784469,ACTIVE,Kitchen,Food Storage,20160529
1785669,ACTIVE,Kitchen,Kitchen Accessories,20160202
1789269,ACTIVE,Kitchen,Food Storage,20160223
1798149,ACTIVE,Kitchen,Kitchen Accessories,20160204
1799349,ACTIVE,Kitchen,Tools & Gadgets,20160205
1807509,ACTIVE,Kitchen,Tableware,20160818
1808709,ACTIVE,Kitchen,Kitchen Accessories,20160227
1809909,OTHER,Kitchen,Tableware,20160715
1817589,ACTIVE,Kitchen,Tools & Gadgets,20161212
1829349,ACTIVE,Kitchen,Food Storage,20160301
1835350,ACTIVE,Kitchen,Kitchen Accessories,20160303
1854790,OTHER,Kitchen,Outdoor Kitchen,20160427
1855030,ACTIVE,Kitchen,Kitchen Accessories,20160301
1858630,OTHER,Kitchen,Tableware,20160701
1862710,ACTIVE,Kitchen,Kitchen Accessories,20160630
1864390,ACTIVE,Kitchen,Tableware,20160424
1867990,ACTIVE,Kitchen,Tableware,20160411
1871830,ACTIVE,Kitchen,Food Storage,20160324
1896070,ACTIVE,Kitchen,Tools & Gadgets,20160430
1902311,ACTIVE,Kitchen,Cookware,20160325
1903751,ACTIVE,Kitchen,Food Storage,20160708
1909271,OTHER,Kitchen,Outdoor Kitchen,20160327
1912391,ACTIVE,Kitchen,Tableware,20160525
1915511,ACTIVE,Kitchen,Cookware,20160620
1917191,ACTIVE,Kitchen,Outdoor Kitchen,20160407
1918871,ACTIVE,Kitchen,Kitchen Accessories,20160524
1919831,ACTIVE,Kitchen,Cookware,20161104
1921031,ACTIVE,Kitchen,Kitchen Accessories,20160324
1925831,ACTIVE,Kitchen,Kitchen Accessories,20160325
1928951,ACTIVE,Kitchen,Tableware,20160408
1938071,ACTIVE,Kitchen,Cookware,20160414
1945991,ACTIVE,Kitchen,Tableware,20160409
1952711,ACTIVE,Kitchen,Tableware,20161013
1952951,ACTIVE,Kitchen,Tableware,20160413
1956071,ACTIVE,Kitchen,Kitchen Accessories,20160921
1957031,ACTIVE,Kitchen,Tableware,20160506
1957991,ACTIVE,Kitchen,Tableware,20161013
1959191,ACTIVE,Kitchen,Tableware,20160412
1961831,ACTIVE,Kitchen,Kitchen Accessories,20160606
1963511,ACTIVE,Kitchen,Tableware,20160329
1963991,OTHER,Kitchen,Cookware,20160425
1967832,ACTIVE,Kitchen,Kitchen Accessories,20160503
1969032,ACTIVE,Kitchen,Kitchen Appliance,20160330
1981992,ACTIVE,Kitchen,Tableware,20160505
1989432,ACTIVE,Kitchen,Food Storage,20161110
2011272,OTHER,Kitchen,Kitchen Accessories,20160413
2013912,ACTIVE,Kitchen,Kitchen Accessories,20160421
2015832,ACTIVE,Kitchen,Kitchen Accessories,20160419
2016312,ACTIVE,Kitchen,Kitchen Accessories,20160905
2016552,ACTIVE,Kitchen,Tools & Gadgets,20160731
2022312,ACTIVE,Kitchen,Kitchen Accessories,20160428
2022792,ACTIVE,Kitchen,Tools & Gadgets,20160921
2025192,ACTIVE,Kitchen,Kitchen Accessories,20160430
2026872,ACTIVE,Kitchen,Kitchen Accessories,20160429
